Planet Name,Discovery Year,Orbital Period (days),SemiMajor Axis (AU),Spectral_Type,Mass (Earth Mass),Temperature,Stellar_Luminosity,Right Ascension (RA),Declination (Dec),radius,density,Ri (AU),Ro (AU),Habitable Zone
HIP 65407 b,2016,28,0,K0,136,5186,0,201,48,14,0,0.7696684020708012,1.1088225899411746,No
HIP 54373 b,2019,7,0,K5 V,8,3747,0,166,-19,2,2,0.2335090179795495,0.3364047080457988,No
HD 109246 b,2010,68,0,G0 V,273,5570,1,188,74,13,0,1.0698026206200875,1.5412108764375405,No
HIP 57274 c,2011,32,0,K4 V,130,4366,1,176,30,14,0,1.186598124093518,1.7094722891530123,No
HIP 71135 b,2019,87,0,M1,18,3872,0,218,-52,4,1,0.3351997279024322,0.48290540373016577,No
HR 810 b,1999,302,0,G0V,721,5893,1,40,-50,13,1,1.2758618670014592,1.8380700779315644,No
HR 8799 c,2008,69000,38,A5 V,3000,6931,4,346,21,13,7,2.1149673018780195,3.04692711172721,No
K2-122 b,2017,2,0,M0,1,3735,0,126,20,1,5,0.26810422464540046,0.38624428383138537,No
HIP 65407 c,2016,67,0,K0,249,5186,0,201,48,13,0,0.7696684020708012,1.1088225899411746,No
GJ 687 c,2020,727,1,M3.0V,16,3139,0,264,68,4,1,0.13909248218305273,0.20038354948781148,No
K2-149 b,2018,11,0,M1.0 V,3,3471,0,9,7,1,4,0.21101030120663133,0.30399193738329056,No
K2-133 d,2017,11,0,M1.5 V,4,3381,0,70,25,2,3,0.17370153543902156,0.25024307335997026,No
Kepler-426 b,2014,3,0,G1 V,108,5451,0,289,49,12,0,0.8606045887634827,1.239829784437744,No
K2-152 b,2018,32,0,M0.0 V,5,3770,0,181,-5,2,2,0.2813867590662814,0.40537976370546913,No
K2-25 b,2015,3,0,M4.5 V,24,2933,0,63,15,3,3,0.08615959669856822,0.12412580132243135,No
HD 108874 c,2005,1624,2,G5,314,5277,0,187,22,13,0,0.9523655065259886,1.3720251275427104,No
K2-153 b,2018,7,0,M3.0 V,4,3571,0,183,2,2,3,0.1976076063048566,0.28468334834261666,No
HIP 70849 b,2009,17337,20,K7 V,2860,3831,0,217,-46,12,8,0.2853012388128465,0.41101915796821986,No
HIP 74890 b,2016,822,2,K1 III,762,4576,16,229,-41,13,1,3.8619234176291193,5.563679000682266,No
HD 68988 b,2001,6,0,G2 V,626,5658,1,124,61,13,1,1.2311292719033733,1.7736260760497164,No
HD 213240 b,2001,882,1,G0/1 V,1655,5705,2,337,-49,12,4,1.562441110354536,2.2509303928193645,Yes
K2-17 b,2015,17,0,K7,5,4046,0,178,6,2,2,0.3025545283463648,0.43587510519703815,No
HIP 107773 b,2015,144,0,K1 III,629,4671,74,327,-64,13,1,8.209253322822073,11.826658735637457,No
HIP 48714 b,2020,17,0,M0.5 Ve,22,3742,0,149,62,5,0,0.25194378956014113,0.3629627570886972,No
HD 64121 b,2022,623,1,G8/K0 III,813,4804,17,117,-54,13,1,4.0114710046400015,5.779124694311776,No
Qatar-9 b,2019,1,0,K5 V,378,4035,0,160,60,11,1,0.37051317657395477,0.5337797146806501,No
Kepler-411 b,2013,3,0,K2 V,25,4700,0,287,49,2,10,0.48955744261576606,0.7052808066248988,No
K2-286 b,2018,27,0,M0 V,5,3652,0,233,-16,2,3,0.28595892609222984,0.4119666549819144,No
K2-13 b,2015,39,0,G3,4,5424,0,170,2,1,3,0.8162132815847628,1.1758774589111276,No
K2-233 c,2018,7,0,K3,12,4759,0,230,-20,1,33,0.5221600694133806,0.7522497727242646,No
HD 63433 c,2020,20,0,G5IV,7,5366,0,117,27,2,2,0.8275679393882893,1.1922355438211067,No
HD 107148 b,2005,48,0,G5 V,66,5523,1,184,-3,9,0,1.0959825953273723,1.5789270504176902,No
HD 164922 e,2021,41,0,G9 V,10,5120,0,270,26,3,1,0.8115282777098517,1.1691280092565925,No
K2-32 c,2016,20,0,G9 V,8,4997,0,252,-19,3,1,0.5436303033441304,0.7831808598387736,No
K2-32 d,2016,31,0,G9 V,6,4997,0,252,-19,3,0,0.5436303033441304,0.7831808598387736,No
K2-37 c,2016,6,0,G3 V,8,5139,0,243,-24,2,2,0.5960787743795446,0.858740736449887,No
K2-5 b,2015,5,0,K7.5 V,4,3656,0,169,-1,1,3,0.2740334998726812,0.3947862926968899,No
HD 48265 b,2008,778,1,G5 IV/V,484,5459,3,100,-48,13,1,1.8676851143309579,2.6906800904066834,No
K2-9 b,2015,18,0,M2.5 V,5,3116,0,176,0,2,2,0.10442480126646067,0.15043956369111547,No
HD 160691 d,2004,9,0,G3 IV-V,10,5499,1,266,-51,3,1,1.3131177061451693,1.89174269322747,No
BD-00 4475 b,2021,723,1,G0,7961,4766,0,347,0,12,25,0.637240922151514,0.9180409742890103,No
Kepler-101 b,2014,3,0,G3 IV,51,5393,2,283,48,5,1,1.5463352546924913,2.2277274959090088,No
HIP 116454 b,2014,9,0,K1,10,4815,0,353,0,2,3,0.5543750258427639,0.7986602416051021,No
K2-141 b,2018,0,0,K7 V,4,4296,0,350,-1,1,7,0.4020718400348288,0.5792446952614033,No
Kapteyn c,2014,121,0,M2.0V,7,3276,0,77,-45,2,2,0.12100509512857376,0.17432595987512148,No
WASP-145 A b,2018,1,0,K2 V,282,4626,0,322,-58,10,1,0.43381409390649456,0.6249741653213071,No
Kepler-114 c,2013,8,0,M0 V,2,4386,0,294,48,1,3,0.433314934368078,0.6242550512577808,No
Kepler-186 b,2014,3,0,M1,1,3514,0,298,43,1,5,0.1935546714161919,0.27884448871420914,No
TOI-561 d,2020,25,0,G9 V,13,5098,0,148,6,2,3,0.696311643582632,1.0031411942677964,No
GJ 463 b,2022,3448,3,M3 V,1144,3266,0,185,64,13,2,0.16512151225379038,0.23788226511526828,No
Kepler-67 b,2013,15,0,G9 V,8,5057,0,294,46,2,1,0.6184486664847514,0.8909679158872448,No
CoRoT-7 c,2009,3,0,G9 V,8,4982,0,100,-1,2,2,0.6836025237881135,0.9848318040310197,No
HD 21749 c,2019,7,0,K4.5,3,4366,0,51,-63,0,31,0.4328163491776328,0.623536764628515,No
TOI-3629 b,2022,3,0,M1,82,3596,0,359,39,8,0,0.23949897408779955,0.34503413680721595,No
TOI-481 b,2020,10,0,G,486,5461,2,110,-57,11,1,1.573271434731959,2.26653309691085,No
TOI-733 b,2023,4,0,G,5,5311,0,159,-40,1,3,0.8635821508165425,1.2441194084608964,No
GJ 143 b,2019,35,0,K4.5,22,4366,0,51,-63,2,7,0.4328163491776328,0.623536764628515,No
HATS-4 b,2014,2,0,G,420,5129,0,94,-22,11,1,0.7687827984684565,1.107546745334106,No
WASP-140 b,2016,2,0,K0,775,4986,0,60,-20,16,1,0.6796786958559975,0.9791789423071052,No
HD 23472 e,2022,7,0,K4 V,0,4410,0,55,-62,0,7,0.46430531742316195,0.6689013388148037,No
HD 216520 c,2020,154,0,K2,9,4829,0,341,83,3,1,0.5666353403219562,0.8163230605771881,No
TOI-3714 b,2022,2,0,M2,222,3386,0,69,39,11,0,0.1820973632991697,0.26233852065589985,No
Kepler-296 f,2014,63,0,M2 V,3,3466,0,286,49,1,3,0.15660429090966013,0.22561193232715934,No
Kepler-287 b,2014,20,0,K7 V,6,5532,0,290,48,2,2,0.8171535229948114,1.1772320174621282,No
K2-263 b,2018,50,0,G9 V,14,5094,0,129,15,2,5,0.7068115821050476,1.0182679280603277,No
TOI-836 b,2023,3,0,K V,4,4278,0,225,-24,1,5,0.35711135321709064,0.5144723812309326,No
GJ 3473 b,2020,1,0,M4,1,3073,0,120,3,1,5,0.11676257321833494,0.1682139717517472,No
Kepler-267 c,2014,6,0,M1 V,5,3984,0,299,47,2,2,0.2316347203076124,0.3337045015759393,No
Kepler-231 c,2014,19,0,M1 V,24,3493,0,293,50,1,18,0.2892701743971245,0.4167370040198809,No
HAT-P-66 b,2016,2,0,G0,248,5728,4,150,53,17,0,1.935546714161919,2.7884448871420915,No
GJ 273 c,2017,4,0,M3.5,1,3108,0,111,5,1,5,0.08939302987018437,0.1287840460082036,No
K2-260 b,2018,2,0,F6 V,451,6093,3,76,16,17,0,1.7815731441585962,2.5666229022272584,No
K2-38 b,2016,4,0,G2 V,7,5431,1,240,-23,1,9,0.9949555007561591,1.4333823920228668,No
WASP-97 b,2014,2,0,G5,432,5366,1,24,-55,12,1,1.0346742893388796,1.490603254808873,No
CoRoT-20 c,2018,1675,2,G2 V,5403,4674,1,97,0,12,16,0.9600716761768265,1.383127018912784,No
K2-117 b,2017,1,0,M1.0 V,4,3504,0,133,10,2,3,0.19989579454347176,0.2879798261533048,No
Kepler-411 e,2018,31,0,K2 V,10,4559,0,287,49,3,1,0.4867474190993719,0.7012325469524728,No
Kepler-44 b,2011,3,0,G2 IV,317,5526,2,300,45,12,0,1.4216859040178647,2.0481514401976675,No
Kepler-421 b,2014,704,1,G9/K0,16,5034,0,283,45,4,1,0.6029810412827689,0.86868448552872,No
WASP-54 b,2012,3,0,F9,187,5826,3,205,0,17,0,1.848432761922784,2.662944193750077,No
WASP-187 b,2020,5,0,F,254,5876,9,17,25,18,0,2.9027100556350773,4.1817885118811216,No
Kepler-445 c,2015,4,0,M4,6,2883,0,298,46,2,2,0.08497744271405641,0.12242273148184943,No
TOI-615 b,2023,4,0,F2 V,138,6576,5,133,-40,18,0,2.3083606235398646,3.325539151958384,No
TOI-4184 b,2023,4,0,M5.5+/-0.5,6,2964,0,43,-79,2,2,0.07035640778741682,0.10135894119065654,No
K2-295 b,2018,4,0,K5 V,106,4170,0,19,6,10,0,0.4181226145642142,0.6023682395518414,No
HAT-P-24 b,2010,3,0,F8,238,6099,2,108,14,14,0,1.5251187396115173,2.1971619287916417,No
K2-100 b,2016,1,0,G0 V,21,5671,1,129,20,3,2,1.2714627975249333,1.8317325595961764,No
Kepler-69 b,2013,13,0,G4 V,5,5364,0,293,44,2,2,0.852714518468162,1.2284629566504306,No
K2-113 b,2017,5,0,G,410,5386,1,19,6,12,1,0.9633933793475115,1.3879124297505228,No
Kepler-54 b,2012,8,0,M1 V,21,3431,0,294,43,2,12,0.21320807911030748,0.30715816556767883,No
NGTS-23 b,2022,4,0,F9 V,194,5783,1,70,-40,14,0,1.3206984173914433,1.90266384297855,No
Kepler-81 c,2012,12,0,M0 V,4,4111,0,293,42,2,1,0.34261285779798617,0.4935851274504626,No
Kepler-80 b,2012,7,0,K5,6,4266,0,296,39,2,1,0.39291956758022534,0.5660594762506491,No
Kepler-80 f,2016,0,0,K5,1,4266,0,296,39,1,5,0.39291956758022534,0.5660594762506491,No
TOI-530 b,2021,6,0,M0.5 V,127,3385,0,103,12,9,0,0.21101030120663133,0.30399193738329056,No
CoRoT-6 b,2009,8,0,F9 V,940,5816,1,281,6,13,2,0.9824346183189839,1.415344185887622,No
BD+14 4559 b,2009,268,0,K2 V,330,4590,0,318,14,13,0,0.6596349488526612,0.9503029232259419,Yes
Kepler-66 b,2013,17,0,G0 V,8,5688,1,293,46,2,2,1.0111222271079552,1.4566729822771094,No
Kepler-81 b,2012,5,0,M0 V,17,4111,0,293,42,2,6,0.34261285779798617,0.4935851274504626,No
CoRoT-25 b,2013,4,0,F9,85,5766,1,280,6,12,0,1.1215113094601736,1.6157049860149435,No
TOI-519 b,2021,1,0,M V,147,3048,0,124,-19,11,0,0.11318885258403219,0.1630654920184071,No
TOI-1130 b,2020,4,0,K7,12,3976,0,286,-41,3,1,0.35670045015806373,0.5138804138422506,No
TOI-1338 b,2020,95,0,F8,33,5776,2,92,-59,6,0,1.3925271053822112,2.006143824274019,No
HAT-P-17 c,2010,5584,5,K,1080,5063,0,324,30,13,2,0.6836025237881135,0.9848318040310197,No
psi1 Dra B b,2015,3117,4,G0 V,486,5938,2,265,72,13,1,1.3877257835126904,1.9992268011297927,No
WASP-148 c,2020,34,0,G,124,5281,0,254,44,13,0,0.8124631222037402,1.170474792741684,No
TYC 2187-512-1 b,2022,691,1,M1.0 V,104,3460,0,320,22,12,0,0.19444807918685275,0.2801315763944003,No
HAT-P-29 b,2011,5,0,F8,279,5813,1,33,51,13,0,1.3040782674384515,1.8787200281272396,No
TOI-1107 b,2022,4,0,F6 V,1064,6037,4,155,-82,14,1,2.0644466177850735,2.974144500890099,No
GPX-1 b,2021,1,0,F2,6261,6726,5,38,56,16,8,2.201930755016484,3.1722109886276804,No
TOI-712 b,2022,9,0,K4.5 V,4,4348,0,92,-65,2,3,0.41238575722317,0.5941034374657679,No
XO-6 b,2016,3,0,F5,1398,6446,3,94,73,23,0,1.7672730609096723,2.546021490889876,No
GJ 1151 c,2023,389,0,M 4.5V,10,3006,0,177,48,3,1,0.0548660452608807,0.07904275431123015,No
NGC 2682 Sand 364 b,2014,121,0,K3 III,2126,4010,118,132,11,12,5,10.358661881166846,14.923203634834628,No
HD 20781 d,2019,29,0,K0 V,10,4982,0,50,-28,3,1,0.6672731615711311,0.9613069124584845,No
HD 27894 c,2017,36,0,K2 V,51,4620,0,65,-59,8,0,0.5953929082215323,0.8577526435417802,No
HD 30177 c,2016,12085,10,G8 V,1954,5306,1,70,-58,12,5,1.0502765222311594,1.513080607702583,No
HD 60292 b,2020,495,1,K0 III,2065,4074,247,114,66,12,5,15.00733777382156,21.62031739086529,No
TOI-2152 A b,2023,3,0,F4 V,899,6356,4,26,77,14,1,2.0221047875313394,2.9131447537802053,No
GJ 896 A b,2022,284,0,M3.5 V,718,3071,0,352,19,13,1,0.12641646950955734,0.1821218550166133,No
Oph 11 b,2006,7300000,243,M9,4449,2101,0,245,-24,12,13,0.039291956758022537,0.05660594762506492,No
YZ Cet b,2017,2,0,M4.5 V,0,2877,0,18,-16,0,5,0.044648169415293745,0.06432237404315871,No
HD 114783 c,2018,4319,4,K1V,194,4853,0,198,-2,14,0,0.620588405576471,0.8940505304717793,No
Kepler-447 b,2015,7,0,G8 V,435,5219,0,285,48,18,0,0.7661320969855687,1.103728012909196,No
WASP-192 b,2019,2,0,G0 V,731,5636,1,223,-38,13,1,1.3191787820875827,1.900474580760094,No
HATS-29 b,2016,4,0,G,207,5396,1,285,-54,14,0,0.9858336938959827,1.4202410632630644,No
75 Cet b,2012,691,2,G3 III,953,4572,53,38,-1,13,2,6.987207768293119,10.066119114739461,No
HD 33142 b,2011,330,1,K0 III,400,4752,10,76,-13,13,0,3.015113445777636,4.343722427630693,No
NGTS-5 b,2019,3,0,K2 V,72,4713,0,221,5,12,0,0.5294240395552814,0.7627146094829612,No
HD 128356 b,2016,298,0,K3 V,282,4601,0,219,-25,13,0,0.5718783525729785,0.8238764048584791,No
GJ 667 C g,2013,256,0,M1.5 V,4,3076,0,259,-34,1,3,0.11163584330576617,0.16082814959211478,No
HD 215152 c,2018,7,0,K3 V,1,4661,0,340,-6,1,5,0.5221600694133806,0.7522497727242646,No
GJ 3082 b,2020,11,0,M4,8,3636,0,18,-53,2,2,0.17693088808996435,0.2548954394446603,No
TOI-3757 b,2022,3,0,M0 V,85,3639,0,91,55,12,0,0.2813867590662814,0.40537976370546913,No
HATS-6 b,2015,3,0,M1 V,101,3450,0,88,-19,11,0,0.2687222687128988,0.3871346688618446,No
K2-32 e,2019,4,0,G9 V,2,4997,0,252,-19,1,6,0.5436303033441304,0.7831808598387736,No
HD 141937 b,2002,653,1,G2/G3 V,3079,5596,1,238,-18,12,8,0.9779207412683963,1.4088412700495254,No
HD 162020 b,2002,8,0,K3 V,3127,4449,0,267,-40,12,8,0.4767642224313656,0.6868502571825823,No
GJ 1002 b,2022,10,0,M5.5 V,1,2750,0,1,-7,1,5,0.035752272961817204,0.05150650305397266,Yes
TOI-178 b,2021,1,0,K,1,4042,0,7,-30,1,5,0.34658012771371105,0.49930057385714144,No
47 UMa d,2009,14002,11,G0V,521,5598,1,164,40,13,1,1.1975775813545628,1.725289841495794,No
K2-5 c,2015,10,0,K7.5 V,5,3656,0,169,-1,2,2,0.2740334998726812,0.3947862926968899,No
HD 33142 c,2018,810,1,K0 III,282,4752,10,76,-13,13,0,3.015113445777636,4.343722427630693,No
GJ 3323 c,2017,40,0,M4,2,2885,0,75,-6,1,5,0.049522625063012825,0.07134475734655961,No
TOI-270 d,2019,11,0,M,4,3232,0,68,-51,2,2,0.132832289256134,0.19136480412151946,No
HD 183263 c,2008,4667,5,G2 IV,2958,5602,1,292,8,12,8,1.2714627975249333,1.8317325595961764,No
HD 5608 b,2012,779,1,K0 III,534,4603,15,14,33,13,1,3.705131765739548,5.337797146806502,No
HD 221420 b,2019,8615,8,G2 V,6467,5573,4,353,-77,12,20,1.908990017658797,2.750185989001481,No
WASP-68 b,2014,5,0,G0,343,5636,3,305,-19,14,0,1.7053112511667237,2.4567562252614987,No
HATS-23 b,2017,2,0,G V,467,5506,1,286,-50,20,0,1.1397344022786038,1.641958080102352,No
K2-29 b,2016,3,0,G7 V,232,5084,0,62,24,13,0,0.6788966371150287,0.9780522695785456,No
HD 104985 b,2003,199,0,G9 III,2637,4603,59,181,76,12,7,7.384203510045858,10.638050930286955,No
alf Tau b,2015,628,1,K5 III,2056,3781,469,68,16,12,5,20.668247684996853,29.77570583119214,No
nu Oph b,2012,530,1,K0 III,7057,4612,109,269,-9,12,22,9.97249110062318,14.36686679693149,No
HD 87646 b,2016,13,0,G,3941,5496,9,151,17,12,11,2.879410986731187,4.148222714122346,No
GJ 625 b,2017,14,0,M2,2,3225,0,246,54,1,4,0.10772181381230182,0.15518940398638048,No
Wolf 1061 c,2015,17,0,M3.5,3,3068,0,247,-12,1,4,0.09633933793475113,0.13879124297505227,No
HD 105779 b,2022,2412,3,G2,203,5518,0,182,-16,14,0,0.8419836483638226,1.2130035313324592,No
GJ 680 b,2022,17281,10,K5,7977,3289,0,263,-48,12,25,0.16684133545188912,0.24035992797322892,No
GJ 9714 b,2022,19240,12,K5V,2988,3989,0,315,-32,12,8,0.34459078341125954,0.49643462548795514,No
HD 156279 b,2011,133,0,G6,2997,5179,0,258,63,12,8,0.8059417563410541,1.1610797886511401,No
HD 156279 c,2018,4818,5,G6,3098,5185,0,258,63,12,8,0.8059417563410541,1.1610797886511401,No
HD 31527 d,2019,271,0,G2 V,11,5624,1,73,-23,3,1,1.0442480126646068,1.5043956369111546,No
GJ 682 b,2014,17,0,M3.5 V,4,2754,0,264,-44,1,3,0.04263867077103456,0.061427390326514224,No
xi Aql b,2007,136,0,G9 III,890,4506,69,298,8,13,2,7.921431251761617,11.41200794132548,No
HD 147873 c,2016,491,1,G1 V,731,5698,5,246,-33,13,1,2.332403354833651,3.360176306752201,No
BD+20 2457 b,2009,379,1,K2 II,6807,3863,1479,154,19,12,21,36.66938763115393,52.827744071781055,No
HAT-P-57 b,2015,2,0,A8 V,448,6056,6,274,10,19,0,2.41159101666523,3.474257991861317,No
AF Lep b,2023,8030,8,F8 V,1017,5856,1,81,-11,13,2,1.3313849930730182,1.918059455547502,No
HD 117207 b,2004,2621,3,G7 IV-V,669,5458,1,202,-35,13,1,1.0287353354352975,1.482047302360788,No
HD 215152 e,2018,25,0,K3 V,2,4661,0,340,-6,1,4,0.5221600694133806,0.7522497727242646,No
HIP 97166 b,2021,10,0,K0 V,20,4924,0,296,74,2,5,0.6513338623822017,0.9383439650892483,No
LP 791-18 b,2019,0,0,M(6.1 +/- 0.7) V,1,2686,0,165,-16,1,5,0.0457407896084855,0.06589645704978507,No
TOI-776 b,2020,8,0,M1 V,4,3435,0,178,-37,1,3,0.21101030120663133,0.30399193738329056,No
HD 8535 b,2010,1313,2,G0 V,216,5862,2,20,-41,14,0,1.3989547184576363,2.0154037634351654,No
GJ 876 b,1998,61,0,M4 V,723,3020,0,343,-14,13,1,0.10612156779032282,0.15288400995713386,No
Kepler-76 b,2013,1,0,F,638,6135,2,294,39,15,1,1.602520734489518,2.308671093253019,No
HD 86081 b,2006,2,0,F8,470,5665,2,149,-3,13,1,1.4767387037348982,2.127463242269202,No
HD 44219 b,2010,472,1,G2 V,184,5478,1,95,-10,14,0,1.286185642832036,1.852943022986387,No
TOI-674 b,2021,1,0,M2 V,23,3240,0,164,-36,5,0,0.1486974967409831,0.21422101129589974,No
HD 66141 b,2012,480,1,K2 III,1906,4049,173,120,2,12,5,12.56908483234442,18.107648903726762,No
HD 95127 b,2015,482,1,K0,3378,3944,190,164,43,12,9,13.161447550821391,18.96103610517486,No
OGLE-TR-56 b,2002,1,0,F8 V,441,5776,2,269,-29,15,0,1.426604722781376,2.055237735212681,No
TOI-4562 b,2023,225,0,F7 V,732,5822,1,112,-63,12,2,1.2758618670014592,1.8380700779315644,No
HD 69830 c,2006,31,0,K0V,11,5111,0,124,-12,3,1,0.7401225857152176,1.0662574170366088,No
HD 69830 d,2006,197,0,K0V,18,5111,0,124,-12,4,1,0.7401225857152176,1.0662574170366088,No
Kepler-117 b,2014,18,0,F8 V,29,5876,3,288,48,8,0,1.7713470460637275,2.551890676577826,No
HIP 14810 c,2006,147,0,G5,416,5270,0,47,21,13,0,0.9425483932383479,1.3578821057529888,No
Kepler-117 c,2014,50,0,F8 V,584,5876,3,288,48,12,1,1.7713470460637275,2.551890676577826,No
HIP 109600 b,2016,232,0,G5,851,5256,0,333,29,13,2,0.8705699202349283,1.2541863367167005,No
Kepler-296 b,2014,10,0,M2 V,3,3466,0,286,49,1,3,0.16780452099274704,0.24174754098051165,No
Kepler-296 c,2014,5,0,M2 V,4,3466,0,286,49,2,1,0.16780452099274704,0.24174754098051165,No
TOI-5542 b,2022,75,0,G3 V,419,5426,11,302,-61,11,1,3.2196128897193503,4.638334500132174,No
TOI-969 b,2022,1,0,K V,9,4161,0,115,2,2,2,0.42589609434577946,0.6135671012448249,No
HD 124330 b,2021,270,0,G4 IV,238,5599,2,212,54,14,0,1.4070309721838712,2.027038816335417,No
HIP 38594 b,2020,60,0,M0,8,3813,0,118,-25,2,2,0.2807395874792504,0.4044474161213181,No
K2-138 b,2017,2,0,G8 V,3,5083,0,348,-10,1,4,0.6851783903560982,0.9871020758059985,No
Kepler-617 b,2016,1,0,M1 V,2,3438,0,283,47,1,5,0.212228476969513,0.3057469019898248,No
WASP-131 b,2016,5,0,G0,85,5756,3,210,-30,13,0,1.7551072387313817,2.528494802227328,No
WASP-186 b,2020,5,0,F,1341,6087,3,18,21,12,3,1.6955228906978357,2.4426546262128843,No
LHS 1478 b,2021,1,0,m3 V,2,3107,0,44,76,1,6,0.08059417563410541,0.11610797886511402,No
TOI-1278 b,2021,14,0,M0 V,5879,3525,0,320,35,12,18,0.23621292497251756,0.3403000909754297,No
TOI-1431 b,2021,2,0,Am C,991,7416,11,316,55,16,1,3.2606460472788505,4.697448908254133,No
TOI-2180 b,2022,260,0,G5,875,5421,2,277,56,11,3,1.521611063847383,2.192108596583905,No
TOI-1670 b,2022,10,0,F7 V,41,5896,2,259,72,2,8,1.5111363669616862,2.1770182271489666,No
TOI-1670 c,2022,40,0,F7 V,200,5896,2,259,72,11,0,1.5111363669616862,2.1770182271489666,No
TOI-1246 b,2022,4,0,K V,8,4877,0,251,70,3,1,0.662679685436865,0.9546893222204986,No
TOI-1246 c,2022,5,0,K V,8,4877,0,251,70,2,3,0.662679685436865,0.9546893222204986,No
TOI-1246 d,2022,18,0,K V,5,4877,0,251,70,3,0,0.662679685436865,0.9546893222204986,No
TOI-1246 e,2022,37,0,K V,14,4877,0,251,70,3,1,0.662679685436865,0.9546893222204986,No
TOI-2081 b,2022,10,0,M1.0,4,3526,0,264,53,2,3,0.20431660210139746,0.29434866145019645,No
TOI-1422 b,2022,12,0,G2 V,9,5566,1,354,39,3,0,1.0076359586949324,1.45165049056437,No
HD 15906 b,2023,10,0,K V,5,4483,0,38,-10,2,2,0.4952262506301282,0.7134475734655962,No
TOI-1452 b,2022,11,0,M4 &#177 0.5 V,4,2911,0,290,73,1,5,0.07976339990031163,0.1149111220130891,No
TOI-4010 c,2023,5,0,K V,20,4686,0,20,66,5,0,0.6015942233716082,0.866686566653666,No
TOI-4010 d,2023,14,0,K V,38,4686,0,20,66,6,0,0.6015942233716082,0.866686566653666,No
TOI-4010 b,2023,1,0,K V,11,4686,0,20,66,3,2,0.6015942233716082,0.866686566653666,No
TOI-5205 b,2023,1,0,M4.0,343,3156,0,313,24,11,1,0.132832289256134,0.19136480412151946,No
HD 62364 b,2022,5138,6,F7 V,5965,5981,2,113,-75,12,18,1.5696530108422755,2.261320215443884,No
HD 62364 c,2022,74839,36,F7 V,7923,5981,2,113,-75,12,25,1.5696530108422755,2.261320215443884,No
HD 15906 c,2023,21,0,K V,8,4483,0,38,-10,2,1,0.4952262506301282,0.7134475734655962,No
TOI-4010 e,2023,762,1,K V,692,4686,0,20,66,13,1,0.6015942233716082,0.866686566653666,No
HIP 54597 b,2023,3250,3,K5 V,639,4525,0,167,-29,13,1,0.43481413867449736,0.6264148795649094,No
HD 74698 b,2023,15,0,G5 V,23,5509,1,130,-71,5,0,1.2758618670014592,1.8380700779315644,No
HD 74698 c,2023,3449,4,G5 V,126,5509,1,130,-71,14,0,1.2758618670014592,1.8380700779315644,No
HD 94771 b,2023,2164,3,G3/G5 V,169,5357,3,163,-35,14,0,1.727045014713437,2.488066966250992,No
HD 86226 b,2009,1628,2,G1 V,143,5589,1,149,-24,14,0,1.0358661881166846,1.4923203634834628,No
K2-12 b,2015,8,0,F9,5,5398,1,173,2,2,1,1.0358661881166846,1.4923203634834628,No
Kepler-21 b,2012,2,0,F6 IV,7,6031,5,287,38,1,9,2.171719132453201,3.128686622177382,No
61 Vir d,2009,123,0,G5 V,22,5303,0,199,-18,5,0,0.8546802284457127,1.2312948562353903,No
Kepler-445 d,2015,8,0,M4,2,2883,0,298,46,1,5,0.08497744271405641,0.12242273148184943,No
WASP-113 b,2016,4,0,G1,150,5616,3,224,46,15,0,1.727045014713437,2.488066966250992,No
Kepler-83 b,2012,9,0,M0 V,42,3808,0,282,43,2,10,0.26810422464540046,0.38624428383138537,No
61 Vir b,2009,4,0,G5 V,5,5303,0,199,-18,2,2,0.8546802284457127,1.2312948562353903,No
HD 20781 e,2019,85,0,K0 V,14,4982,0,50,-28,3,1,0.6672731615711311,0.9613069124584845,No
HD 220773 b,2011,3724,4,F9,460,5666,3,351,8,13,1,1.6916232962618307,2.4370366764690496,No
K2-167 b,2018,9,0,F7 V,6,5737,2,336,-18,2,2,1.5750837734742413,2.2691440422642795,No
GJ 9827 c,2017,3,0,K6 V,1,4031,0,351,-1,1,3,0.3223321740618423,0.4643677655247482,No
GJ 9827 d,2017,6,0,K6 V,3,4031,0,351,-1,2,2,0.3223321740618423,0.4643677655247482,No
Kepler-80 d,2014,3,0,K5,6,4266,0,296,39,1,7,0.39291956758022534,0.5660594762506491,No
Kepler-83 c,2012,20,0,M0 V,11,3808,0,282,43,2,4,0.26810422464540046,0.38624428383138537,No
LTT 1445 A b,2019,5,0,M2.5V,2,3066,0,45,-16,1,7,0.09042815237071992,0.13027529497836027,No
HD 196067 b,2012,3638,5,G1 V,3972,5743,3,310,-75,12,11,1.8420595138834055,2.6537625755644427,No
Qatar-3 b,2017,2,0,G0 V,1369,5733,1,359,36,12,4,1.3146303593590307,1.8939218966997238,No
BD+20 2457 c,2009,621,2,K2 II,3963,3863,1479,154,19,12,11,36.66938763115393,52.827744071781055,No
DMPP-2 b,2019,5,0,F5 V,138,6226,1,27,-34,14,0,1.074740605156147,1.5483247826179578,No
CoRoT-24 c,2014,11,0,K1 V,28,4676,0,101,-3,5,1,0.4773134336177962,0.6876414781402366,No
HIP 97166 c,2021,16,0,K0 V,9,4924,0,296,74,3,1,0.6513338623822017,0.9383439650892483,No
CoRoT-10 b,2010,13,0,K1 V,874,4801,0,291,0,10,3,0.41333640457350435,0.595472987332025,No
DMPP-1 c,2019,6,0,F8 V,9,5922,2,86,-10,3,1,1.3781727464139675,1.9854642206352437,No
